first-aid post	медпу'нкт
surgery	медпу'нкт
aid post	медпу'нкт
aid station	медпу'нкт
shoot up	взметну'ться
sketch	эски'з
study	эски'з
cartoon	эски'з
draft	эски'з
outline	эски'з
drag	волочи'ться
trail	волочи'ться
be dragged	волочи'ться
be trailed	волочи'ться
dangle	волочи'ться
run	волочи'ться
chase	волочи'ться
cut	поре'зать
stretch	растяну'ть
wear out	растяну'ть
strain	растяну'ть
sprain	растяну'ть
stretch out	растяну'ть
protract	растяну'ть
prolong	растяну'ть
spin out	растяну'ть
drag out	растяну'ть
sowing	посе'в
crops	посе'в
do	проде'лывать
perform	проде'лывать
make	проде'лывать
bosom	ло'но
lap	ло'но
draw near	бли'зиться
approach	бли'зиться
a GAZ car	га'зик
tip-cat	чи'жик
ensued	завяза'ться
set in	завяза'ться
begin	завяза'ться
start	завяза'ться
set	завяза'ться
burning	жже'ние
burning pain	жже'ние
venomously	ядовито
maliciously	ядовито
finish	фи'ниш
winning post	фи'ниш
turn over	перели'стывать
leaf	перели'стывать
look through	перели'стывать
painful	болево'й
fall down	спада'ть
abate	спада'ть
blot	кля'кса
save	сбере'чь
preserve	сбере'чь
protect	сбере'чь
save up	сбере'чь
put aside	сбере'чь
stick in	влепи'ть
fasten in	влепи'ть
servant	служа'нка
maidservant	служа'нка
housemaid	служа'нка
diving-dress	скафа'ндр
diving-suit	скафа'ндр
spacesuit	скафа'ндр
environmental suit	скафа'ндр
great-grandfather	пра'дед
ancestors	пра'дед
forefathers	пра'дед
brutal	зве'рский
bestial	зве'рский
atrocious	зве'рский
savage	зве'рский
terrific	зве'рский
tremendous	зве'рский
medicine chest	апте'чка
pitiful	жа'лостливый
compassionate	жа'лостливый
pain	огорчи'ть
distress	огорчи'ть
grieve	огорчи'ть
roof	кро'вля
roofing	кро'вля
idiocy	идиоти'зм
imbecility	идиоти'зм
crash	у'хнуть
bang	у'хнуть
hoot	у'хнуть
squander	у'хнуть
lose at one stroke	у'хнуть
slip	у'хнуть
fall	у'хнуть
slap	у'хнуть
become permeated with the smell	пропа'хнуть
smell	пропа'хнуть
stabilization	стабилиза'ция
be outlined	намеча'ться
take shape	намеча'ться
begin to show	намеча'ться
from nowhere	ниотку'да
celebrate	справля'ть
be scorched	обгоре'ть
be burnt on the edges	обгоре'ть
fluently	бе'гло
superficially	бе'гло
cursorily	бе'гло
secrecy	секре'тность
migrant	переселе'нец
migrator	переселе'нец
settler	переселе'нец
immigrant	переселе'нец
ground	обоснова'ть
base	обоснова'ть
substantiate	обоснова'ть
give proof	обоснова'ть
bureaucrat	бюрокра'т
red-tapist	бюрокра'т
pedant	бюрокра'т
geological	геологи'ческий
thicken	застыва'ть
set congeal	застыва'ть
harden	застыва'ть
allow to approach	подпуска'ть
to come near	подпуска'ть
undressed	разде'тый
naked	разде'тый
number	насчи'тываться
kindle	разже'чь
enkindle	разже'чь
rouse	разже'чь
colonist	колони'ст
settler	колони'ст
inexperienced	нео'пытный
unpractised	нео'пытный
enclose	загора'живать
shut in	загора'живать
fence in	загора'живать
bar	загора'живать
block up	загора'живать
obstruct	загора'живать
barricade	загора'живать
compete	равня'ться
match	равня'ться
amount	равня'ться
come practically	равня'ться
emulate	равня'ться
dress	равня'ться
align oneself	равня'ться
crowd	тесни'ться
be herded	тесни'ться
cluster	тесни'ться
jostle one another	тесни'ться
be squeezed	тесни'ться
sit close	тесни'ться
winding	обмо'тка
co-operative	кооперати'вный
gifted	одарённый
talented	одарённый
go	попере'ть
drive out	попере'ть
sack	попере'ть
propagandistic	пропаганди'стский
propaganda	пропаганди'стский
bear	стерпе'ть
endure	стерпе'ть
classify as secret	засекре'тить
place on secret list	засекре'тить
restrict	засекре'тить
hush up	засекре'тить
admit to secret work	засекре'тить
give access to secret documents	засекре'тить
swim out	вы'плыть
come to the surface	вы'плыть
emerge	вы'плыть
crop up	вы'плыть
monotonous	моното'нный
ethics	э'тика
decide	пореши'ть
finish	пореши'ть
settle	пореши'ть
finish off	пореши'ть
do away	пореши'ть
anarchist	анархи'ст
tactics	та'ктика
Protestant church	кирка'
pick	кирка'
plural	мно'жественный
decipher	расшифрова'ть
decode	расшифрова'ть
interpret	расшифрова'ть
parting	расстава'ние
separation	расстава'ние
break-up	расстава'ние
sliding	скользя'щий
molecule	моле'кула
ski	лы'жный
beads	бу'сы
checking up	пове'рка
check-up	пове'рка
verification	пове'рка
roll-call	пове'рка
visiting	пове'рка
take some pains	потруди'ться
work	потруди'ться
make	сраба'тывать
work	сраба'тывать
snap into action	сраба'тывать
March	ма'ртовский
curds	творо'г
cottage cheese	творо'г
redden	побагрове'ть
flush	побагрове'ть
flap	взма'хивать
wave	взма'хивать
strike	взма'хивать
make strokes	взма'хивать
zebra	зе'бра
proclaim	провозглаша'ть
fictitious	фикти'вный
fake	фикти'вный
sham	фикти'вный
bill	законопрое'кт
law in draft	законопрое'кт
pianist	пиани'ст
incline	клони'ть
bend	клони'ть
drive	клони'ть
get	клони'ть
break off	заломи'ть
bluntness	ту'пость
dullness	ту'пость
stupidity	ту'пость
vacancy	ту'пость
communal apartment	коммуна'лка
laundry	сти'рка
wash	сти'рка
laundering	сти'рка
tug	букси'р
tugboat	букси'р
tow-boat	букси'р
tow-line	букси'р
tow-rope	букси'р
towage	букси'р
oppose	проти'виться
object	проти'виться
resist	проти'виться
stand up	проти'виться
appropriation	присвое'ние
awarding	присвое'ние
conferment	присвое'ние
hired	наёмный
mercenary	наёмный
Drop	ка'нуть
sink	ка'нуть
fall	ка'нуть
disappear	ка'нуть
vanish	ка'нуть
ineradicable	неистреби'мый
literature	слове'сность
philology	слове'сность
pinch	щипа'ть
nip	щипа'ть
tweak	щипа'ть
bite	щипа'ть
shred	щипа'ть
nibble	щипа'ть
browse	щипа'ть
pluck	щипа'ть
human	челове'чий
secret	затаённый
suppressed	затаённый
repressed	затаённый
chuck out	вы'толкнуть
push	вы'толкнуть
bare	оголи'ть
strip	оголи'ть
expose	оголи'ть
spleen	селезёнка
cast a spell	заворожи'ть
charm	заворожи'ть
bewitch	заворожи'ть
puny	щу'плый
frail	щу'плый
explicable	объясни'мый
explainable	объясни'мый
service	служе'ние
censor	це'нзор
prudent	расчётливый
calculating	расчётливый
economical	расчётливый
thrifty	расчётливый
cigarette	сигаре'тка
run	напоро'ться
run up	напоро'ться
under wardship	подопе'чный
ward	подопе'чный
kindle	разжига'ть
enkindle	разжига'ть
rouse	разжига'ть
brow	чело'
grind	скрежета'ть
liquid part of soup	жи'жа
slush	жи'жа
break off	облома'ть
talk in	облома'ть
cajole	облома'ть
fantast	фанта'ст
visionary	фанта'ст
gypseous	ги'псовый
plaster	ги'псовый
opening	про'сека
cutting	про'сека
constitutional	конституцио'нный
come to see	прове'дать
call on	прове'дать
find out	прове'дать
learn	прове'дать
protest	запротестова'ть
make a protest	запротестова'ть
adaptation	адапта'ция
foyer	фойе'
crush-room	фойе'
three times	втро'е
volunteer	вызыва'ться
offer	вызыва'ться
Adjective of корова	коро'вий
sling	прильну'ть
stick	прильну'ть
cling	прильну'ть
have a weakness	прильну'ть
make up	прильну'ть
try to get in	прильну'ть
liver	печёнка
boundless	бескра'йний
contrast	контра'ст
vegetation	расти'тельность
verdure	расти'тельность
hair	расти'тельность
graduate study	аспиранту'ра
graduate course	аспиранту'ра
graduate students	аспиранту'ра
long since	и'здавна
since olden times	и'здавна
feed	прокорми'ть
keep	прокорми'ть
maintain	прокорми'ть
provide	прокорми'ть
tape-measure	руле'тка
tape-line	руле'тка
roulette	руле'тка
snag	коря'га
drive off	отъезжа'ть
model	маке'т
mock-up	маке'т
dummy	маке'т
scale model	маке'т
successive	после'довательный
consecutive	после'довательный
consistent	после'довательный
logical	после'довательный
ignorant	неве'жественный
suppress	пресе'чь
stop	пресе'чь
part	расступи'ться
almost	почита'й
nigh on	почита'й
be conscious	созна'ть
realize	созна'ть
recognize	созна'ть
acknowledge	созна'ть
hold up	приостанови'ть
stop	приостанови'ть
call a halt	приостанови'ть
check	приостанови'ть
suspend	приостанови'ть
reprieve	приостанови'ть
cooling	охлажде'ние
coolness	охлажде'ние
trust	вве'рить
keel	киль
fin	киль
fill with tobacco smoke	прокури'ть
spend on smoking	прокури'ть
morel	сморчо'к
shrimp	сморчо'к
for nothing	впусту'ю
to no purpose	впусту'ю
in vain	впусту'ю
interest	заинтересо'ванность
civil	учти'вый
courteous	учти'вый
considerate	учти'вый
liner	ла'йнер
air liner	ла'йнер
bast sandal	ла'поть
bast shoe	ла'поть
Estonian	эсто'нец
grind	моло'ть
mill	моло'ть
superstitious	суеве'рный
scoffing	издева'тельский
mocking	издева'тельский
humiliating	издева'тельский
intricate	замыслова'тый
complicated	замыслова'тый
complex	замыслова'тый
paring	пробо'р
lynx	рысь
trot	рысь
addition	добавле'ние
appendix	добавле'ние
addendum	добавле'ние
rider	добавле'ние
unconsciousness	беспа'мятство
frenzy	беспа'мятство
be careful	бере'чься
beware	бере'чься
take care	бере'чься
not to	бере'чься
founding	лите'йный
casting	лите'йный
china	фарфо'р
porcelain	фарфо'р
supporting	опо'рный
bearing	опо'рный
paragraph	пара'граф
section	пара'граф
press	тесни'ть
crowd	тесни'ть
squeeze	тесни'ть
be too tight	тесни'ть
scatter	разве'ять
disperse	разве'ять
dispel	разве'ять
little body	те'льце
corpuscle	те'льце
pester	надоеда'ть
worry	надоеда'ть
plague	надоеда'ть
shoot	перестреля'ть
use up	перестреля'ть
take to	зачасти'ть
peep	подгля'дывать
watch furtively	подгля'дывать
spy	подгля'дывать
anatomy	анато'мия
fry	малёк
young fish	малёк
apple	я'блочко
show blue	посине'ть
Australian	австрали'йский
diffuse	расплы'вчатый
diffused	расплы'вчатый
dim	расплы'вчатый
vague	расплы'вчатый
indistinct	расплы'вчатый
turpentine	скипида'р
finance	финанси'ровать
humble	уни'зить
humiliate	уни'зить
abase	уни'зить
belittle	уни'зить
ashy	пе'пельный
ash-grey	пе'пельный
tone	то'нус
perceptible	улови'мый
audible	улови'мый
wattled	плетёный
wicker	плетёный
sharpness	ре'зкость
abruptness	ре'зкость
sharp words	ре'зкость
chewing	жва'чка
rumination	жва'чка
cud	жва'чка
chewing-gum	жва'чка
find fault	ха'ять
pick on	ха'ять
run down	ха'ять
peasantry	крестья'нство
the peasants	крестья'нство
hemisphere	полуша'рие
bewitch	зачарова'ть
captivate	зачарова'ть
enchant	зачарова'ть
recruit	новобра'нец
live so long	дожива'ть
live	дожива'ть
stay	дожива'ть
include	зачи'слить
enter	зачи'слить
list	зачи'слить
put on the list	зачи'слить
enlist	зачи'слить
enrol	зачи'слить
calming	успокое'ние
quieting	успокое'ние
soothing	успокое'ние
calm	успокое'ние
quiet	успокое'ние
discrepancy	несоотве'тствие
disparity	несоотве'тствие
lack of correspondence	несоотве'тствие
patch	накле'йка
label	накле'йка
rogue	проходи'мец
rascal	проходи'мец
crook	проходи'мец
big-bellied	пуза'тый
pot-bellied	пуза'тый
paunchy	пуза'тый
nickel-plated	никелиро'ванный
happen	приключи'ться
occur	приключи'ться
waxen	восково'й
intercede	заступи'ться
plead	заступи'ться
take the part	заступи'ться
stand up	заступи'ться
stick up	заступи'ться
pool	о'мут
slough	о'мут
whirlpool	о'мут
become limp	раски'снуть
blockhouse	блокпо'ст
block station	блокпо'ст
sale	сбыт
market	сбыт
bat	бита'
crowd	сгруди'ться
bunch	сгруди'ться
crowd	столпи'ться
propagate itself	размножа'ться
breed	размножа'ться
spawn	размножа'ться
propagate	размножа'ться
multiply	размножа'ться
select	отбо'рный
choice	отбо'рный
picked	отбо'рный
rust	ржа'вчина
mildew	ржа'вчина
nephritic	по'чечный
renal	по'чечный
paradoxical	парадокса'льный
withdrawal	изъя'тие
removal	изъя'тие
immobilization	изъя'тие
exception	изъя'тие
spit	плева'ться
vicious	поро'чный
depraved	поро'чный
wanton	поро'чный
faulty	поро'чный
fallacious	поро'чный
wavy	волни'стый
corrugated	волни'стый
bandage	забинтова'ть
archipelago	архипела'г
tarry	заме'шкаться
loiter	заме'шкаться
linger	заме'шкаться
be late	заме'шкаться
sigh	о'хать
moan	о'хать
non-Party	беспарти'йный
non-Party man	беспарти'йный
non-Party people	беспарти'йный
Marxist	маркси'ст
Oleaster	лох
roll	сви'ток
scroll	сви'ток
occupier	оккупа'нт
invader	оккупа'нт
hollow	котлови'на
inquisitive	пытли'вый
searching	пытли'вый
keen	пытли'вый
damned	окая'нный
cursed	окая'нный
amateur	люби'тельский
choice	люби'тельский
necklace	ожере'лье
get out	выбива'ться
buttock	я'годица
sunflower seeds	подсо'лнух
dry out	вы'сохнуть
dry up	вы'сохнуть
wither	вы'сохнуть
waste away	вы'сохнуть
fade away	вы'сохнуть
unreasonable	неразу'мный
unwise	неразу'мный
foolish	неразу'мный
hobble	ковыля'ть
toddle	ковыля'ть
stump	ковыля'ть
international	интернациона'льный
knock	ты'каться
acquaint	знако'мить
introduce	знако'мить
Adjective of виноград	виногра'дный
give a whistle	присви'стнуть
walker	ходо'к
messenger	ходо'к
atelier	ателье'
workshop	ателье'
studio	ателье'
dressmaking and tailoring establishment	ателье'
pallor	бле'дность
paleness	бле'дность
insipidity	бле'дность
colourlessness	бле'дность
shabby	обле'злый
bare	обле'злый
moron	деби'л
camp	та'бор
strengthen oneself	утверди'ться
become consolidated	утверди'ться
gain a foothold	утверди'ться
become firmly established	утверди'ться
become firmly convinced	утверди'ться
at a trot	рысью
stun	ошеломля'ть
stupefy	ошеломля'ть
Baltic	прибалти'йский
stationary	стациона'рный
permanent	стациона'рный
fixed	стациона'рный
trifling	пустяко'вый
trivial	пустяко'вый
futile	пустяко'вый
Adjective of огород	огоро'дный
individuality	индивидуа'льность
blow up	взрыва'ть
blast	взрыва'ть
plough up	взрыва'ть
turn up	взрыва'ть
tune	настра'ивать
tune up	настра'ивать
tune in	настра'ивать
adjust	настра'ивать
configure	настра'ивать
customise	настра'ивать
colour	покра'сить
paint	покра'сить
dye	покра'сить
stain	покра'сить
make up	покра'сить
adorn	покра'сить
arrange	усло'виться
agree	усло'виться
settle	усло'виться
string	завя'зка
lace	завя'зка
plot	завя'зка
start	завя'зка
outset	завя'зка
jump over	перемахну'ть
leap	перемахну'ть
asthma	уду'шье
asphyxia	уду'шье
suffocation	уду'шье
fax	факс
verdict	верди'кт
national	всенаро'дный
nation-wide	всенаро'дный
dare	осме'ливаться
faultless	безотка'зный
unfailing	безотка'зный
reliable	безотка'зный
hitch	прицепи'ть
hook	прицепи'ть
couple	прицепи'ть
tie on	прицепи'ть
make fast	прицепи'ть
pin fasten	прицепи'ть
tack	прицепи'ть
tag	прицепи'ть
stick	впива'ться
pierce	впива'ться
bite	впива'ться
drive its sting	впива'ться
dig its fangs	впива'ться
blouse	блу'зка
carbohydrate	углево'д
quantitative	коли'чественный
numerical	коли'чественный
application	хода'тайство
solicitation	хода'тайство
petition	хода'тайство
intercession	хода'тайство
chestnut	кашта'новый
alibi	а'либи
fireman	пожа'рник
powder	порохово'й
absurd	абсу'рдный
inept	абсу'рдный
preposterous	абсу'рдный
cocaine	кокаи'н
muzzle	мо'рдочка
snout	мо'рдочка
public debate	ди'спут
washing	промыва'ние
bathing	промыва'ние
friend	прия'тельница
washing	мытьё
wash	мытьё
instructive	настави'тельный
edifying	настави'тельный
didactic	настави'тельный
sharpen	заостри'ть
stress	заостри'ть
emphasize	заостри'ть
hypodermic	подко'жный
subcutaneous	подко'жный
begin to rustle	зашурша'ть
stick together	сли'пнуться
growl	рыча'ние
snarl	рыча'ние
bend down	пригиба'ться
bow	пригиба'ться
bend	криви'ть
distort	криви'ть
vulnerable	уязви'мый
announce	возвести'ть
proclaim	возвести'ть
herald	возвести'ть
special	э'кстренный
extraordinary	э'кстренный
urgent	э'кстренный
emergency	э'кстренный
shock-absorber	амортиза'тор
look through	прогля'дывать
skim	прогля'дывать
be perceptible	прогля'дывать
peep out	прогля'дывать
adequate	адеква'тный
inside out	наизна'нку
on the wrong side	наизна'нку
mammoth	ма'монт
concession	усту'пка
abatement	усту'пка
reduction	усту'пка
begin to sparkle	засверка'ть
Typically	типи'чно
talk over	переговори'ть
discuss	переговори'ть
talk down	переговори'ть
out-talk	переговори'ть
pre-school	дошко'льный
appropriate	уме'стный
pertinent	уме'стный
in its place	уме'стный
opportune	уме'стный
timely	уме'стный
well-timed	уме'стный
fool	глупе'ц
blockhead	глупе'ц
dolt	глупе'ц
ostrich	стра'ус
entrance	вступи'тельный
introductory	вступи'тельный
palpitation	сердцебие'ние
tachycardia	сердцебие'ние
statuette	статуэ'тка
figurine	статуэ'тка
radial	лучево'й
Olympus	олимп
namesake	тёзка
measured	ме'рный
slow and regular	ме'рный
measuring	ме'рный
obelisk	обели'ск
air-conditioner	кондиционе'р
confluence	стече'ние
armoured car	броневи'к
it is right	зако'нно
it is in accordance with the law	зако'нно
lawfully	зако'нно
legally	зако'нно
softness	мя'гкость
mildness	мя'гкость
gentleness	мя'гкость
jaw	щёчка
bourgeois	буржу'й
be on the watch	подстерега'ть
lie in wait	подстерега'ть
catch	подстерега'ть
splash	бры'згать
spatter	бры'згать
sprinkle	бры'згать
disintegrate	распада'ться
fall to pieces	распада'ться
break down	распада'ться
break up	распада'ться
collapse	распада'ться
dissociate	распада'ться
nappy	пелёнка
swaddling cloth	пелёнка
compulsory	принуди'тельный
forced	принуди'тельный
positive	принуди'тельный
sledge-hammer	кува'лда
dad's	па'пин
common people	чернь
mob	чернь
niello	чернь
butt-end	торе'ц
wooden paving-block	торе'ц
pavement of wooden blocks	торе'ц
move	вы'двинуться
slide in and out	вы'двинуться
move in and out	вы'двинуться
rise	вы'двинуться
rise from the ranks	вы'двинуться
be distinguished	вы'двинуться
rub oneself	тере'ться
laying	прокла'дка
construction	прокла'дка
washer	прокла'дка
gasket	прокла'дка
packing	прокла'дка
padding	прокла'дка
home-made electrical fuse	жучо'к
artisan	реме'сленник
craftsman	реме'сленник
hack	реме'сленник
rotten	ту'хлый
bad	ту'хлый
Croat	хорва'т
disobedient	непослу'шный
refractory	непослу'шный
naughty	непослу'шный
unruly	непослу'шный
bite	куса'ться
be given to biting	куса'ться
bite one another	куса'ться
wintering	зимо'вка
winter stay	зимо'вка
hibernation	зимо'вка
winter-camp	зимо'вка
polar station	зимо'вка
it is beautiful	чу'дно
wonderfully	чу'дно
beautifully	чу'дно
oddly	чу'дно
strangely	чу'дно
be missing	недостава'ть
be lacking	недостава'ть
be wanting	недостава'ть
miss	недостава'ть
bedding	подсти'лка
litter	подсти'лка
fall down	припада'ть
press oneself	припада'ть
eat up	поеда'ть
eat through	поеда'ть
drive away	разгоня'ть
disperse	разгоня'ть
break up	разгоня'ть
dispel	разгоня'ть
speed up	разгоня'ть
race	разгоня'ть
drive at high speed	разгоня'ть
space	разгоня'ть
rheumatism	ревмати'зм
rheumatics	ревмати'зм
mix	перемеша'ть
intermingle	перемеша'ть
shuffle	перемеша'ть
confuse	перемеша'ть
mix up	перемеша'ть
knead	перемеша'ть
homeless child	беспризо'рник
waif	беспризо'рник
waifs and strays	беспризо'рник
pillow-case	на'волочка
pillow-slip	на'волочка
Adjective of асфальт	асфа'льтовый
pale	нея'ркий
soft	нея'ркий
softened	нея'ркий
subdued	нея'ркий
certificate	аттеста'т
testimonial	аттеста'т
reference	аттеста'т
recommendation	аттеста'т
remittance paper	аттеста'т
family allotment	аттеста'т
incentive	побужде'ние
motivation	побужде'ние
inducement	побужде'ние
encouragement	побужде'ние
siege	оса'да
fasten	нацепи'ть
hook on	нацепи'ть
pin	нацепи'ть
fasten on	нацепи'ть
pin on	нацепи'ть
wash clean	отмы'ть
aria	а'рия
air	а'рия
manager	распоряди'тель
master of ceremonies	распоряди'тель
snail	ули'тка
helix	ули'тка
cochlea	ули'тка
bare	наголо
glue together	скле'ить
paste together	скле'ить
stick together	скле'ить
tar	дёготь
slaughter	забо'й
face	забо'й
coal-face	забо'й
earn additionally	подраба'тывать
work up	подраба'тывать
imponderability	невесо'мость
weightlessness	невесо'мость
explanation	поясне'ние
elucidation	поясне'ние
reserve	резе'рвный
become worse	ухудша'ться
deteriorate	ухудша'ться
take a turn for the worse	ухудша'ться
mood	настро'й
humour	настро'й
force	изнаси'ловать
coerce	изнаси'ловать
constrain	изнаси'ловать
rape	изнаси'ловать
violate	изнаси'ловать
jut out	вдава'ться
displacement	смеще'ние
removal	смеще'ние
parallax	смеще'ние
dismissal	смеще'ние
dislocation	смеще'ние
bias	смеще'ние
drag out	вы'волочь
Viennese	ве'нский
arrange things	сгова'риваться
make an appointment	сгова'риваться
make leave	удаля'ть
send away	удаля'ть
remove	удаля'ть
ablate	удаля'ть
dismiss	удаля'ть
look	присмотре'ть
keep an eye	присмотре'ть
find	присмотре'ть
scope out	присмотре'ть
get warm	потепле'ть
warm up	потепле'ть
effort	нату'га
strain	нату'га
sulphuric	се'рный
sulphurous	се'рный
sulphury	се'рный
feel shy	постесня'ться
be ashamed	постесня'ться
crowd	постесня'ться
restrict oneself	постесня'ться
herring-bone	ёлочка
spill	пролива'ть
howl	завыва'ть
sharpen	остри'ть
whet	остри'ть
be witty	остри'ть
make witticisms	остри'ть
crack jokes	остри'ть
supplement	дополня'ть
amplify	дополня'ть
universal	вселе'нский
oecumenical	вселе'нский
witty	шутли'вый
humorous	шутли'вый
playful	шутли'вый
jocular	шутли'вый
facetious	шутли'вый
flippant	шутли'вый
sally	вы'лазка
sortie	вы'лазка
attack	вы'лазка
onslaught	вы'лазка
ramble	вы'лазка
excursion	вы'лазка
interlace	сплести'
weave	сплести'
plait	сплести'
tsarevitch	царе'вич
czarevitch	царе'вич
survey	съёмочный
Adjective of диверсия	диверсио'нный
dismount	слезть
get out	слезть
get off	слезть
alight	слезть
be thrown into a flutter	всполоши'ться
be startled	всполоши'ться
take alarm	всполоши'ться
take a sip	отпи'ть
aggressor	агре'ссор
exchange	ме'на
barter	ме'на
thawed	та'лый
melted	та'лый
partly melted	та'лый
functioning	функциони'рование
include the patronymic	велича'ть
honour with rites and songs	велича'ть
trump	ко'зырь
trump card	ко'зырь
Adjective of колонна	коло'нный
columnar	коло'нный
columned	коло'нный
service jacket	френч
guard-room	гауптва'хта
guard-house	гауптва'хта
provoke	спровоци'ровать
voevode	воево'да
governor of province	воево'да
udarnik	уда'рник
shock-worker	уда'рник
drummer	уда'рник
timpanist	уда'рник
striker	уда'рник
firing pin	уда'рник
pellet	уда'рник
plunger	уда'рник
speaker	спи'кер
conjure	колдова'ть
concoct	колдова'ть
practise witchcraft	колдова'ть
kite	ко'ршун
confusing	сби'вчивый
confused	сби'вчивый
inconsistent	сби'вчивый
larder	кладова'я
pantry	кладова'я
storeroom	кладова'я
yogi	йог
rating	ре'йтинг
value	ре'йтинг
ranking	ре'йтинг
regardless	невзира'я
useless	никчёмный
good-for-nothing	никчёмный
specialize	специализи'роваться
overturn	опроки'дывать
topple over	опроки'дывать
frustrate	опроки'дывать
refute	опроки'дывать
overthrow	опроки'дывать
overrun	опроки'дывать
knock back	опроки'дывать
chord	акко'рд
purchase	заку'пка
strengthen oneself	утвержда'ться
become consolidated	утвержда'ться
gain a foothold	утвержда'ться
become firmly established	утвержда'ться
become firmly convinced	утвержда'ться
Adjective of эмигрант	эмигра'нтский
percolate	просочи'ться
leak	просочи'ться
ooze	просочи'ться
seep out	просочи'ться
exudate	просочи'ться
soak	просочи'ться
trickle	просочи'ться
filter	просочи'ться
infiltrate	просочи'ться
bicyclist	велосипеди'ст
cyclist	велосипеди'ст
horror	жуть
import	и'мпорт
disperse	разбрести'сь
straggle	разбрести'сь
steak	бифште'кс
contrive	умудря'ться
manage	умудря'ться
gas-mask	противога'з
respirator	противога'з
larynx	горта'нь
throw	забра'сывать
cast	забра'сывать
hurl	забра'сывать
shower	забра'сывать
abandon	забра'сывать
neglect	забра'сывать
give up	забра'сывать
drop	забра'сывать
cloudy	па'смурный
dull	па'смурный
overcast	па'смурный
gloomy	па'смурный
sullen	па'смурный
stare	пя'литься
elbow-rest	подлоко'тник
arm	подлоко'тник
worker	рабо'тница
woman-worker	рабо'тница
unconsciously	бессозна'тельно
instinctively	бессозна'тельно
somersault	кувырка'ться
Adjective of август	а'вгустовский
flattery	лесть
cajolery	лесть
Indian	инде'ец
ultimatum	ультима'тум
become brutalized	озвере'ть
mouthpiece	мундшту'к
cigarette-holder	мундшту'к
cigar-holder	мундшту'к
curb	мундшту'к
curb-bit	мундшту'к
wash	умы'ть
permission	позволе'ние
leave	позволе'ние
put on his	насторожи'ть
her guard	насторожи'ть
barrel	бо'чка
cask	бо'чка
tun	бо'чка
roll	бо'чка
proxy	дове'ренный
agent	дове'ренный
champ	ча'вкать
light up	зажига'ться
catch fire	зажига'ться
flare up	зажига'ться
safety	сохра'нность
safe keeping	сохра'нность
exhaustion	изнеможе'ние
break-down	изнеможе'ние
grow heavy	отяжеле'ть
name-plate	бля'ха
number-plate	бля'ха
badge	бля'ха
pendant	бля'ха
diminish	уменьша'ть
decrease	уменьша'ть
lessen	уменьша'ть
reduce	уменьша'ть
abate	уменьша'ть
cut down	уменьша'ть
extenuate	уменьша'ть
houseowner	домохозя'йка
householder	домохозя'йка
housewife	домохозя'йка
strawberry	земляни'ка
spit out	сплёвывать
spit	сплёвывать
Appoggiare i gomiti	облокоти'ться
irradiation	облуче'ние
chock	чу'рка
rise	вздыма'ться
heave	вздыма'ться
lousy	хрено'вый
shitty	хрено'вый
chest	ларь
coffer	ларь
bin	ларь
joint	стык
junction	стык
additional	приба'вочный
surplus	приба'вочный
soberly	тре'зво
sensibly	тре'зво
belated	запозда'лый
delayed	запозда'лый
tardy	запозда'лый
backward	запозда'лый
retarded	запозда'лый
Mongolian	монго'льский
dilute	разба'вить
creep	проползти'
crawl	проползти'
unequal	нера'вный
progress	прогресси'ровать
make progress	прогресси'ровать
grow progressively worse	прогресси'ровать
darkness	потёмки
notification	извеще'ние
notice	извеще'ние
summons	извеще'ние
allergic	аллерги'ческий
narrow	су'зить
chirr	стрекота'ть
rattle	стрекота'ть
chatter	стрекота'ть
atmospheric	атмосфе'рный
bury oneself	зарыва'ться
dig in	зарыва'ться
go too far	зарыва'ться
go to extremes	зарыва'ться
overdo things	зарыва'ться
lick	облиза'ть
lick all over	облиза'ть
lick clean	облиза'ть
frenzied	исступлённый
Adjective of льгота	льго'тный
espionage	шпио'нский
Adjective of замша	за'мшевый
push	задви'нуть
shut	задви'нуть
bolt	задви'нуть
bar	задви'нуть
throw about	наброса'ть
litter	наброса'ть
ether	эфи'рный
etheric	эфи'рный
ethereal	эфи'рный
Roman	ри'млянин
bottle	флако'н
pole-axe	секи'ра
stately	ста'тный
give presents	одари'ть
endow	одари'ть
confusion	неразбери'ха
muddle	неразбери'ха
hesitate	призаду'маться
pride	горды'ня
arrogance	горды'ня
trade	про'мысел
business	про'мысел
Air Fleet	Аэрофло'т
Aeroflot	Аэрофло'т
russian airline	Аэрофло'т
stepmother	ма'чеха
scatter	раскида'ть
stretch out	раскида'ть
spread	раскида'ть
pitch	раскида'ть
set up	раскида'ть
fleshy	мяси'стый
meaty	мяси'стый
pulpy	мяси'стый
prose writer	проза'ик
prosaist	проза'ик
lawfulness	зако'нность
legality	зако'нность
stitch	строчи'ть
scribble	строчи'ть
dash off	строчи'ть
bang away	строчи'ть
market-gardener	огоро'дник
truck farmer	огоро'дник
claw	клешня'
nipper	клешня'
cream	кре'мовый
navel	пупо'к
bellybutton	пупо'к
Adjective of процент	проце'нтный
recklessly	аза'ртно
heatedly	аза'ртно
excitedly	аза'ртно
not without purpose	неспроста'
with some hidden design	неспроста'
twilight	су'меречный
dusk	су'меречный
crepuscular	су'меречный
begin to whistle	засвисте'ть
sip	потя'гивать
pull	потя'гивать
draw	потя'гивать
rook	грач
Inoculations	приви'вок
surplus	изли'шек
excess	изли'шек
